Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Dominica,DMA,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,742.857142857143,828.571428571429,642.857142857143,242.857142857143,428.571428571429,442.857142857143,302.166666666667,383.666666666667,416.666666666667,450.0,483.333333333333,500.0,600.0,880.0,680.0,1250.0,1150.0,1150.0,1100.0,1070.66666666667,913.0,1000.0,1000.0,750.0,600.0,600.0,86.6,148.2,198.6,207.8,134.2,276.0,44.6,58.1666666666667,52.1666666666667,150.166666666667,84.825,122.613333333333,80.4083333333333,152.043333333333,88.6883333333333,41.3816666666667,65.7233333333333,802.26,72.1233333333333,73.09,,
Dominica,DMA,Agricultural land (sq. km),AG.LND.AGRI.K2,,170.0,180.0,180.0,180.0,180.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,170.0,170.0,170.0,170.0,190.0,210.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,230.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,,
Dominica,DMA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,22.6666666666667,24.0,24.0,24.0,24.0,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,25.3333333333333,24.0,24.0,24.0,24.0,24.0,24.0,24.0,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,25.3333333333333,28.0,29.3333333333333,29.3333333333333,29.3333333333333,29.3333333333333,29.3333333333333,29.3333333333333,29.3333333333333,29.3333333333333,30.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,,
Dominica,DMA,Arable land (hectares),AG.LND.ARBL.HA,,7000.0,8000.0,8000.0,8000.0,8000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,5000.0,5000.0,5000.0,4000.0,4000.0,4000.0,4000.0,3000.0,3000.0,3000.0,3000.0,4000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,,
Dominica,DMA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.115903634406822,0.130667712008363,0.128967774177427,0.127301370080995,0.125502008032129,0.10814485230503,0.106447688564477,0.104688551559112,0.102930580675519,0.101603889977502,0.100820970761918,0.10018605982539,0.0995251229846163,0.0988393437067578,0.0981767180925666,0.0975636951552657,0.0970308558121483,0.0965810314854163,0.0961961301671064,0.0959193181506755,0.0959798168156639,0.0826150414452125,0.0830231496215528,0.0834074733096085,0.0838035644449411,0.0842519132205294,0.0847361880013558,0.0710257539383781,0.0714540907466952,0.0719621191404844,0.0578527935667694,0.0578770691052205,0.0578293744307421,0.0578051388768462,0.0433519746824468,0.0433739120377064,0.0434272810179355,0.0435173634280078,0.0582258581035838,0.0731571708658883,0.0733643419952166,0.0732471946324456,0.0730545571432746,0.0729139323942019,0.0728077583947345,0.072735736522068,0.0727008360596147,0.0726934372364863,0.0872257839417332,0.0872663806268635,0.0872828838264816,0.087097898037394,0.0871852250105349,0.0864914733822491,0.0857057151427714,0.0856225472707813,0.0852236410380239,0.0847182412493117,0.084000672005376,0.0833391207722759,0.0828591946086284,,
Dominica,DMA,Arable land (% of land area),AG.LND.ARBL.ZS,,9.33333333333333,10.6666666666667,10.6666666666667,10.6666666666667,10.6666666666667,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,8.0,8.0,8.0,8.0,8.0,8.0,6.66666666666667,6.66666666666667,6.66666666666667,5.33333333333333,5.33333333333333,5.33333333333333,5.33333333333333,4.0,4.0,4.0,4.0,5.33333333333333,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,
Dominica,DMA,Land under cereal production (hectares),AG.LND.CREL.HA,,110.0,110.0,115.0,115.0,120.0,120.0,125.0,125.0,130.0,130.0,135.0,135.0,140.0,140.0,150.0,150.0,150.0,150.0,155.0,160.0,165.0,170.0,180.0,170.0,150.0,150.0,130.0,120.0,120.0,110.0,119.0,121.0,120.0,130.0,126.0,128.0,129.0,124.0,128.0,129.0,128.0,129.0,135.0,132.0,140.0,142.0,145.0,132.0,128.0,120.0,100.0,120.0,120.0,119.0,118.0,118.0,118.0,118.0,117.0,116.0,116.0,115.0,
Dominica,DMA,Permanent cropland (% of land area),AG.LND.CROP.ZS,,10.6666666666667,10.6666666666667,10.6666666666667,10.6666666666667,10.6666666666667,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.3333333333333,18.6666666666667,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,,
Dominica,DMA,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.045342249,,,,,,,,,,20.25107848,,,,,,,,,,,,,,,19.624242155,,,,,,,,
