DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2017-0383-PRI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Maria',PRI,Puerto Rico,Latin America and the Caribbean,Americas,"Humacao town, San Juan, Bayamon, Guajataca (north-west), Tao Baja, Culebra island, Vieques,Naguabo, Fajardo , Juncos, San Lorenzo, Ceiba cities (Humacao), Arecibo, Yabucoa Caguas towns (Guyama), Cataño (Bayamon), Aguada (Aguadilla)",,Broken Dam/Burst bank|Flood,No,No,Yes,,240.0,Kph,,,"Rio Guajataca, Rio Culebrinas, Rio Gurabo, Rio Grande de Manati, Rio Cibuco, Rio Guanajibo",2017,9.0,19.0,2017,9.0,21.0,64.0,,540000.0,210000.0,750000.0,,,30000000.0,37292199.0,68000000.0,84528984.0,80.44577926,"[{""adm1_code"":2414,""adm1_name"":""Aguadilla""},{""adm1_code"":2415,""adm1_name"":""Arecibo""},{""adm1_code"":2416,""adm1_name"":""Bayamon""},{""adm1_code"":2417,""adm1_name"":""Guayama""},{""adm1_code"":2418,""adm1_name"":""Humacao""},{""adm1_code"":2421,""adm1_name"":""San Juan""}]",2017-09-21,2023-09-25
