DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2017-0383-DMA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Maria',DMA,Dominica,Latin America and the Caribbean,Americas,All island,,"Flood|Slide (land, mud, snow, rock)",Yes,No,No,,260.0,Kph,,,,2017,9.0,18.0,2017,9.0,19.0,64.0,100.0,71293.0,,71393.0,,,19300.0,23991.0,1456000.0,1809915.0,80.44577926,"[{""adm1_code"":1098,""adm1_name"":""St. Andrew""},{""adm1_code"":1099,""adm1_name"":""St. David""},{""adm1_code"":1100,""adm1_name"":""St. George""},{""adm1_code"":1101,""adm1_name"":""St. John""},{""adm1_code"":1102,""adm1_name"":""St. Joseph""},{""adm1_code"":1103,""adm1_name"":""St. Luke""},{""adm1_code"":1104,""adm1_name"":""St. Mark""},{""adm1_code"":1105,""adm1_name"":""St. Patrick""},{""adm1_code"":1106,""adm1_name"":""St. Paul""},{""adm1_code"":1107,""adm1_name"":""St. Peter""}]",2017-09-19,2023-09-25
