Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,Japan,JPN,4.0822806,3.00522180793149,2.94838724294654,2.82210330541024,2.69581936787388,2.68036887840285,2.65545355873672,2.64903894986104,2.64903894986104,2.64903894986104,..,..,3.08732970145975,3.15831219442757,3.06519874348904,3.04089454633144,2.96569777039646,2.89050099446149,2.89441227969762,2.8894822768945,2.94905073748829,3.00687921063072,3.03281893642389,2.99673421386986,2.97449212976975,2.92019003151211,2.87263337932368,3.2383795,3.2799471,3.5,3.6,3.4,3.5724805,4.0822806,4,4.1,4.2,4.2,4.3,4.843854,3.5,3.6,3.6,3.5,3.6,3.6,3.7,3.6,3.4,2.9,2.9,2.9,2.7,2.8678781,..,..,..,..,..,..,..,..,..,..
Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,Japan,JPN,128871163965.003,151470256758.647,149749216216.096,130374714854.65,139583992039.096,137054004476.552,138896999884.292,141020141028.14,138356316487.415,135877190270.206,..,..,166456641800.237,203570168148.708,196614012946.978,179792193417.353,160813070284.037,151573896013.536,136618933934.601,136517306309.453,145641899316.764,149970355240.727,139284747501.076,127178204170.214,132148485340.524,137041694967.193,119184858948.803,147391957262.435,163431696637.355,195743895359.963,181452957602.062,152788841146.138,140850529945.377,147368363777.512,123154291976.771,126818404281.8,107082308529.945,87713435453.8756,60443860837.6603,64062129559.1535,43620377438.2485,40903121006.501,43855181789.0792,38716324984.2992,38067718195.674,36540656448.9833,26706816910.8637,21104002512.2027,17732072453.166,13898034285.1557,12545834112.5543,9233171134.98422,6482058727.16173,6090687780.3917,..,..,..,..,..,..,..,..,..,..
Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,Japan,JPN,0.00439523349649623,0.00449900097086326,0.00823172281763729,0.00801194300430363,0.00528543612990927,0.00630232130812124,0.00800149477638083,0.00692066677516213,0.00458700554078538,0.00905322879275753,..,..,0.00612049330269383,0.0060605729681951,0.00636660749775631,0.00572948748834906,0.00579567531968951,0.00739201735424312,0.0068550456214849,0.00607682861950856,0.00577755732883031,0.00482691212042782,0.00447957735406412,0.0038294057591234,0.00379548240849917,0.00267667702669201,0.00242197509767414,0.00361746038220088,0.00358271122649553,0.002769222542116,0.00282471591612301,0.00316169379990394,0.00328610066387017,0.00309132238945084,0.00298017454292987,0.00260787743277086,0.00390222198279275,0.0048610531218741,0.00922076146460275,0.00759150416768252,0.00801163093383897,0.00858790002530375,0.0103384114736546,0.0183815514421471,0.114543540698783,0.0552816350578079,0.0792573010271163,0.0894520774572762,0.0911922196238932,0.085631891995983,0.0143276382648685,0.00739826548206971,0.00461314749410231,0.0039717258997729,..,..,..,..,..,..,..,..,..,..
Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,Japan,JPN,138750593.624416,226760244.590104,418090955.65663,370133432.96657,273669031.194126,322253544.926476,418528735.090305,368417914.23766,239574125.689515,464367385.499465,..,..,329992861.094671,390636448.287091,408379473.484754,338754635.187958,314266798.131657,387627221.692426,323564487.149758,287107583.484165,285330602.178451,240745861.309303,205728338.470501,162515896.548421,168622820.144626,125613865.07702,100487156.652676,164645485.821505,178517688.382189,154873830.71783,142375849.268372,142079862.278309,129559565.114483,111595249.587243,91755321.450431,80665086.4845168,99490223.4080354,101518968.867468,129613586.693886,100401028.507245,99848675.7800007,97575531.6463147,125942476.274285,203333176.957081,1211225341.23777,561118676.27373,572083845.237946,524388018.716697,475596189.863499,410384472.711353,61983507.8950781,23554983.2062056,11075071.4717889,8434996.73323355,..,..,..,..,..,..,..,..,..,..
Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,Japan,JPN,..,30.5883561753873,24.8484434779649,27.1124525643024,27.7612120221061,28.2447467192652,28.008964709916,28.0905409440756,27.3297182490239,27.078624514806,..,..,24.4128460342763,24.2268694855844,24.8577487513877,25.6929551216188,24.7100667516856,27.8928086589626,29.441186851598,29.039928197808,28.874595481373,28.7606749947946,28.2593134363444,28.0943823450899,29.2679204487463,30.2800676038415,31.9597637162891,32.7798527115875,33.0291009136221,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,Japan,JPN,0.00131345653701856,0.000378957618384812,0.00125106027242741,0.00126966364316406,0.00108863119418555,0.00114656664500647,0.00140339143815945,0.0275772133220583,0.0237255109526697,0.00537913831895387,..,..,0.00149517158785869,0.00198418478871351,0.00260234556434162,0.00200336591471135,0.0013881989668634,0.000939017717724884,0.00120054494780542,0.00130919435210553,0.000828175413759349,0.00060721826596996,0.000469886877169714,0.000571676557546439,0.000290666497189163,0.000420165140602355,0.000448279427986127,0.00058418930760639,0.000522502010692362,0.000664039824766558,0.00075336106682094,0.000275289613392449,0.000930531647823614,0.000886882433494421,0.00311624394371235,0.0027995534662381,0.000885761563809441,0.000750676966143187,0.00117101508518978,0.00116646910222189,0.00177359822973404,0.00177819556782154,0.00264700044208075,0.0074298839713108,0.00526676322755538,0.00294239839556021,0.0049005549934832,0.00768197395058591,0.00841257355352624,0.0353573325104917,0.0298316471413849,0.0136213579395551,0.0208626526587451,0.0352770577257511,..,..,..,..,..,..,..,..,..,..
Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,Japan,JPN,41463752.5757105,19100356.4548542,63541617.7719832,58655554.9265293,56367088.1489921,58626837.2848061,73406239.6920179,1468057882.66864,1239156676.93954,275912213.707763,..,..,80613755.4121316,127891356.588872,166924773.007562,118448550.758872,75274203.6814455,49240797.4167871,56666830.7967801,61854570.9084903,40900293.3364546,30285466.3181071,21579948.0327121,24261343.4379547,12913511.1699747,19717943.8368469,18599004.2372743,26588855.7718119,26034990.0472121,37137640.5639867,37972109.3658066,12370935.5911178,36687639.2262747,32016028.7578201,95944704.1286987,86593878.8511949,22583188.8237642,15677251.3372647,16460621.5925609,15427074.1342097,22104292.6299452,20203819.0232857,32245745.9953402,82187943.5511156,55692682.8749769,29865880.2522792,35372493.235831,45033443.7644002,43874224.6378574,169447386.02154,129056171.151748,43368389.2919959,50086273.9771712,74920040.8547367,..,..,..,..,..,..,..,..,..,..
Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,Japan,JPN,0.00570869003351479,0.00487795858924807,0.0094827830900647,0.00928160664746769,0.00637406732409482,0.00744888795312771,0.00940488621454028,0.0344978800972204,0.0283125164934551,0.0144323671117114,..,..,0.00761566489055252,0.00804475775690861,0.00896895306209793,0.00773285340306041,0.00718387428655291,0.008331035071968,0.00805559056929032,0.00738602297161409,0.00660573274258966,0.00543413038639778,0.00494946423123383,0.00440108231666984,0.00408614890568833,0.00309684216729436,0.00287025452566027,0.00420164968980727,0.00410521323718789,0.00343326236688256,0.00357807698294395,0.00343698341329639,0.00421663231169378,0.00397820482294526,0.00609641848664222,0.00540743089900896,0.00478798354660219,0.00561173008801729,0.0103917765497925,0.00875797326990441,0.00978522916357301,0.0103660955931253,0.0129854119157354,0.0258114354134579,0.119810303926338,0.0582240334533681,0.0841578560205995,0.0971340514078621,0.0996047931774195,0.120989224506475,0.0441592854062534,0.0210196234216248,0.0254758001528474,0.039248783625524,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,Japan,JPN,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,Japan,JPN,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,Japan,JPN,..,7.76355295782116,1.39605822995068,4.19805962930751,5.00343842429096,5.56532962227457,5.08618131394477,4.92099448265871,3.00848690161167,1.87538735503149,..,..,0.981996047819046,0.470476475752006,0.705503617788368,1.41730008406876,-0.651483286807551,3.64825651126438,6.3903242652686,6.15801085969437,6.28174221881707,6.2158578691664,5.42002603827932,5.03593064204266,6.43982796338625,7.21141742432296,9.18884023217258,10.6894454661468,11.438733780606,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Japan,JPN,..,391301353123.726,70906094926.0576,193940748400.145,259067768971.163,284569305781.229,266039420290.429,261966452391.964,157129877584.269,96194268673.6707,..,..,52945354136.8701,30324733396.4736,45253802134.895,83797542783.1711,-35326265756.4236,191309552955.928,301629209750.526,290943142829.503,310230290763.337,310020571983.407,248919231255.247,213719525881.366,286103803300.674,338424847794.386,381242742236.888,486520585158.544,569963969585.81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,Japan,JPN,0.116456172870605,0.102488329210637,0.076947120886831,0.0765131855010256,0.076183970346712,0.0739133040802226,0.0745911840793478,0.075091585807755,0.0773211338934335,0.0741739317019491,..,..,0.0746014637143998,0.0735664212310023,0.0735552550340535,0.0732207772033578,0.0780492688391781,0.0756280868931804,0.0758802727821387,0.0778061858754365,0.0817926811011408,0.083949430227518,0.0894283901034661,0.0937902853711489,0.0986994264960954,0.109661305823131,0.10851722178099,0.105216956355234,0.106066002236581,0.111542538883504,0.112451928183145,0.115503301458778,0.115558105472459,0.115641500092582,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,Japan,JPN,3676337816.84298,5165653163.87914,3908160663.24197,3534734084.04059,3944649570.03739,3779373201.17066,3901590239.58496,3997459539.50272,4038395612.37363,3804604470.41885,..,..,4022216712.8473,4741750599.10699,4718125993.07082,4329161678.09791,4232171828.41075,3965832843.65389,3581618985.96061,3676053317.53175,4039415556.4534,4187040779.34565,4107073648.67496,3980359688.52611,4384943427.7868,5146299062.78253,4502353089.87752,4788856010.97529,5285008011.58222,6238220302.68494,5667981932.46843,5190475170.12932,4556055770.01181,4174602464.47069,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Japan,JPN,3.484,5.426,4.345,4.027,3.742,3.29,2.992,2.808,2.887,2.903,2.813,..,4.371,4.341,4.408,4.561,4.887,5.122,5.046,5.15,5.233,5.565,5.696,5.973,5.744,4.881,4.611,4.335,4.045,3.981,4.087,4.036,3.989,3.779,3.394,3.491,3.671,3.618,3.771,4.171,4.148,3.937,3.643,3.438,3.321,3.367,3.336,3.581,4.073,4.579,4.856,4.833,4.685,4.735,4.751,4.755,4.706,3.411,2.912,2.836,3.444,4.015,4.348,4.261
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Japan,JPN,..,..,0.00743999984115362,0.0337000004947186,0.0158500000834465,0.099370002746582,0.0851100012660027,0.140290006995201,0.0493699982762337,0.0706299990415573,..,..,0.0541400015354156,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Japan,JPN,43.4175365948002,47.4434161789422,64.8014436272912,66.6713400869434,68.0418240014599,69.1046952403685,69.9012063292463,70.5083993561417,70.9369147866869,71.1187680312857,71.0784642404208,71.0469457785963,62.5584637123769,60.3925799697367,58.9460464506961,58.2301724787952,57.3912245053737,56.1802367944722,54.8098993432689,53.3908601247254,52.0895333874869,51.0852062925455,50.2733365603622,49.4056756056188,48.4140460156725,46.6365395013403,45.920370630353,45.2062783408658,44.5265237896264,43.9967746705597,43.6227304925509,43.3758439665048,43.2661292272576,43.2501965495451,43.8407217382215,44.4786821103986,45.1662944245114,45.8110395430913,46.3570003991488,46.8445606736465,47.3668345483632,47.9031058391405,47.9848641170028,47.9188407829138,48.0622983906437,48.0093049067572,47.8007422953256,47.4623600936557,47.02406041969,46.4647246925988,45.8245754232675,45.1342945142695,44.5964516555813,44.3626109340029,44.2895937726813,44.3162519121607,44.4480563247774,45.1119280945007,46.1967203498918,47.7099432939414,49.8642884324038,52.1887913715834,53.8193782553842,54.5441212810603
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Japan,JPN,17.7832878765862,26.2521359696966,43.7168536758286,45.5482774736384,46.9608333063349,48.133949692059,49.1042595267153,49.9245414186036,50.5685726157711,50.9713011403666,51.1944798549741,51.4297633182044,41.5848746763467,39.5326847715195,38.1117327057505,37.3431682563217,36.461077731699,35.268240710131,33.9664246801238,32.6067417019041,31.3371546027179,30.3093070513986,29.4066510523652,28.4238175424994,27.336972017552,25.2563180794825,24.3060357917964,23.3510326559252,22.4143058284998,21.5464676565871,20.7396234447396,19.9624006098122,19.2152516452145,18.4766625907469,17.1772753751463,16.6744519606618,16.2351843572933,15.8280473501189,15.4280361156125,15.0735868771396,14.7927252683954,14.498143277988,14.1301063667073,13.7545589957683,13.3871519154571,12.9950388230601,12.6016915366111,12.2165324612087,11.8584623710291,11.5125525475538,11.1842340810496,10.857966037129,10.5839658558825,10.3907852305195,10.2115078613473,10.0132513611041,9.78832088169847,9.56070652426024,9.3855989991662,9.28894390079857,9.21880090785567,9.1687282228457,9.0945120686761,8.96243009094239
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Japan,JPN,25.634248718214,21.1912802092457,21.0845899514626,21.123062613305,21.080990695125,20.9707455483094,20.796946802531,20.5838579375382,20.3683421709157,20.1474668909191,19.8839843854467,19.6171824603919,20.9735890360302,20.8598951982172,20.8343137449456,20.8870042224735,20.9301467736747,20.9119960843413,20.8434746631451,20.7841184228213,20.752378784769,20.7758992411469,20.866685507997,20.9818580631193,21.0770739981206,21.3802214218579,21.6143348385566,21.8552456849406,22.1122179611266,22.4503070139726,22.8831070478112,23.4134433566926,24.0508775820431,24.7735339587982,26.6634463630752,27.8042301497368,28.9311100672181,29.9829921929725,30.9289642835363,31.7709737965069,32.5741092799678,33.4049625611525,33.8547577502955,34.1642817871456,34.6751464751866,35.014266083697,35.1990507587145,35.245827632447,35.1655980486609,34.952172145045,34.6403413422179,34.2763284771405,34.0124857996987,33.9718257034834,34.0780859113341,34.3030005510566,34.659735443079,35.5512215702405,36.8111213507256,38.4209993931428,40.6454875245481,43.0200631487377,44.7248661867081,45.5816911901179
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Japan,JPN,..,..,32.299794661191,..,..,..,..,..,..,..,..,..,32.6451349141455,32.1916411824669,31.9983736531815,32.8083989501312,32.5855345153379,32.4851976316211,33.2020370812445,33.3240986266672,33.503937007874,33.2093933463796,32.295719844358,32.5217391304348,32.6107807404566,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Japan,JPN,15.9956116291827,14.4252400548697,13.360768175583,13.2949245541838,13.2043895747599,13.1083676268861,13.0205761316872,12.9355281207133,12.8449931412894,12.7818930041152,..,..,13.4211248285322,13.4567901234568,13.4951989026063,13.5884773662551,13.6477366255144,13.7152263374486,13.7909465020576,13.8639231824417,13.9368998628258,14.0192043895748,14.1015089163237,14.1975308641975,14.3017832647462,14.5980795610425,14.7489711934156,14.9163237311385,15.0891632373114,15.2550740537575,15.4278661546901,15.5951727921009,15.7323093801426,15.8639605046626,16.121777290181,16.2506856829402,16.3411958310477,16.4107485604607,16.5002742731761,16.569783383603,16.5729109776079,16.6411796832332,16.7057860262009,16.7949767949768,16.8558951965066,16.943231441048,17.0305676855895,17.1159618008186,17.2523874488404,17.3949809056192,17.5177304964539,17.6513911620295,17.8429233706027,18.2601581674393,18.1401690755386,18.5355876738478,18.6473956913008,18.8055631306245,19.1000818107445,19.1709844559585,19.1437142077993,19.4164166893919,19.3891464412326,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Japan,JPN,58320,52580,48700,48460,48130,47780,47460,47150,46820,46590,..,..,48920,49050,49190,49530,49746,49992,50268,50534,50800,51100,51400,51750,52130,53210,53760,54370,55000,55620,56250,56860,57360,57840,58780,59250,59580,59850,60160,60430,60690,60940,61210,61520,61760,62080,62400,62730,63230,63770,64220,64710,65430,66960,66520,67970,68380,68960,70040,70300,70200,71200,71100,..
Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,Japan,JPN,50.1981505944518,56.1088977423639,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.4069179945589,60.7657316148597,60.2468212415856,59.8082595870207,59.4466690935566,58.8320638375045,58.4105488239487,57.0142015933495,55.6603773584906,55.1790281329923,55.2977099236641,54.7924753657808,55.0185873605948,55.0055309734513,53.730115194734,52.2794712705692,51.0489510489511,60.7807535590142,60.7563295772857,60.8098721556012,61.2655216012926,61.5687568892919,61.5017339723788,61.1445510053602,61.0944986226906,61.1039756584133,61.8549986014866,62.9392717820555,63.1425125502345,63.0428849880752,63.4006270969824,63.8970255984823,62.649285104721,60.6402288551912,60.5965437666388,59.8242325323813,59.057344812373,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Japan,JPN,19001.1825,16896.3075,15006.6975,14765.705,14600.37,14522.0275,14081.465,14067.2825,14118.79,..,..,..,15225.205,15283.51,15375.86,15800.2225,15785.4825,15804.685,16032.705,16109.1375,16218.37,16329.605,16222.5775,16390.8475,16463.485,17105.03,17257.68,18114.065,18351.3125,19237.43,19887.8925,19592.5375,19382.7825,18977.4825,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,Japan,JPN,34.9223163841808,33.1161364507474,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.251572327044,41.1371237458194,39.3897996357013,39.7830018083183,39.5833333333333,39.5421903052065,39.261894175189,37.467134092901,36.5915852103697,29.0084033613445,28.2934609250399,29.4328552803129,31.1973018549747,33.1184255174754,34.6524064171123,34.5577746077033,34.6445326596896,25.754424402405,26.2821401133159,27.4181383520716,27.532389360751,27.4411132004513,27.6240296673396,27.7069208762611,27.7953886729088,27.8795755231768,26.3099151933573,28.310945884787,27.2751196997841,26.7566802856161,27.3002608772725,25.8016820065344,24.6449109639575,26.5449043378085,25.6760776253119,25.9747144528555,26.0776179558127,..,..,..,..,..,..,..,..,..,..
Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,Japan,JPN,10324.3888,9063.6998,7985.1484,7689.2344,7773.33,7825.033,7734.0536,7750.1158,7746.0928,..,..,..,7861.24,7650.9712,7614.6152,8224.0848,7904.6288,8024.9612,8780.7488,8591.9956,8693.9712,8810.9362,8913.478,8883.827,8967.4458,9035.7176,9048.5018,9286.3952,9452.262,9676.2984,10178.2198,10142.5194,10129.0498,10041.408,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Japan,JPN,0.554638393042057,0.464236345674983,0.852696457277467,0.839925288691497,0.738581469977703,0.728108870436085,0.682767992794068,0.628891435171874,0.618918300269541,0.62960026710691,0.59826864448917,0.544697659577189,0.864252610632454,0.789161246256635,0.766584578438706,0.703051811668411,0.670624090591825,0.559375282476495,0.55187554406353,0.515616629294894,0.51402043208769,0.491787970719247,0.517111060294325,0.541813552075378,0.519794728636761,0.489947733062087,0.526207858611243,0.530716831066924,0.568315200147398,0.559944040302007,0.517584681725542,0.481898935229428,0.514033572516249,0.525606840464021,0.558812727935144,0.583755277063152,0.573119254816305,0.595085864875022,0.636076680614812,0.661495386180879,0.741376455204971,0.75573491137268,0.828344189755377,0.939174680533134,0.997926280925946,0.986999071042902,1.13904319141575,1.22080044093662,1.36306783241968,1.83295135294008,1.70727826739305,1.5648524508279,1.57815768299161,1.59371134499501,1.64265940885367,1.77473210073432,1.94142574784384,2.2470401304812,2.50451407877806,2.71790818115176,2.95848334234909,3.14269997183186,..,..
Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Japan,JPN,7.07327791445729,3.58358487352985,1.60344339209654,1.81225347432227,1.82638082000351,1.71849322512998,1.63129567856084,1.64102697371147,1.51244355443879,1.56655188964557,1.56416892216271,1.54130141040524,1.70976413605006,1.67868442152645,1.97858736677206,1.93869048100808,1.84065386320038,1.89894884987304,2.18259548039818,2.32275002779384,2.38623168752666,2.78839323436227,2.93843909624391,3.06287688598527,3.26688956851911,4.12514180557966,4.32019014155403,5.16857855183193,5.45851411939321,6.19758048152052,6.65874944678151,7.28084797914195,6.77285668142841,6.68721631769152,8.73067818378078,8.855951082287,8.76973051377015,7.44194082711122,6.68154919648915,6.94271028048004,6.78869980401313,7.04674902589296,6.70521405010466,8.63747882080608,11.1536264238005,10.1926563239894,10.1512843184315,10.2233796574106,8.86343278795118,10.9437842172439,17.1038896219197,15.5660436055514,14.6165101745748,16.1830269806552,17.943157896212,19.3401074299584,19.146478627922,21.2930445829586,20.3662201422334,20.7412782808801,23.7291687439965,23.7149716211794,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Japan,JPN,..,1.5178803390325,0.996605700341743,1.03412007048647,1.12498130848332,1.12844054943922,1.044248235947,1.03894744464527,1.06632318664296,1.01328081764637,1.01759821736288,..,1.06671782970179,1.12285396244805,1.08027176258707,1.10828108130349,1.08231650645818,1.05410176653648,1.05336413232639,1.08249674589504,1.11162940578642,1.23095748420526,1.29902822421038,1.37649059914159,1.36750619152798,1.57606029050321,1.60328829179787,1.52791284775844,1.65353373586368,1.6450302762486,1.89211105306723,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
